booking_id,user_id,partner_id,booking_date,travel_date,amount_usd,destination_country,booking_status,days_to_travel,name,email,country_x,signup_date,loyalty_status,age,preferred_travel_type,partner_name,partner_type,country_y,rating
762,124,12,2024-02-03,2025-10-16,885.5,Venezuela,Pending,621,Kristin Wood,yvaldez@craig.com,Vanuatu,2023-08-19,Bronze,56,Adventure,Hernandez Group,Airline,Monaco,4.0
763,180,17,2025-01-20,2026-02-28,1192.47,Lao People's Democratic Republic,Cancelled,404,Sarah Collins,joyce36@edwards.com,Montserrat,2023-09-04,Silver,55,Cultural,Hernandez-House,Hotel,Suriname,
764,12,14,2025-03-17,2025-08-01,700.49,Niger,Cancelled,137,Eric Ward,wsanders@rogers.com,Wallis and Futuna,2023-10-12,Bronze,53,Business,Howard Ltd,Airline,Tanzania,
765,41,5,2024-12-15,2025-11-04,814.08,Benin,Confirmed,324,Daniel Robinson,tdavis@yahoo.com,Andorra,2025-01-31,Silver,30,Romantic,Ruiz-Dunn,Hotel,Western Sahara,3.0
766,166,15,2023-09-15,2026-05-04,493.15,Turks and Caicos Islands,Pending,962,Michael Estrada,reidterri@hotmail.com,Namibia,2024-06-12,Platinum,41,Relaxation,"Martinez, Adams and Heath",Hotel,Fiji,
767,140,1,2024-01-16,2026-04-08,1624.69,Taiwan,Pending,813,Dana Avila,kathrynsmith@ward.com,New Zealand,2023-12-09,Gold,29,Business,Dunn Ltd,Airline,Guernsey,1.0
768,13,18,2024-01-18,2025-12-21,765.83,Honduras,Confirmed,703,Kendra Johnson,cruzvictoria@salazar-stanton.net,Kenya,2022-07-04,Bronze,64,Cultural,Cooke Inc,Hotel,Colombia,
769,81,20,2025-01-18,2026-05-08,1251.97,Palau,Confirmed,475,Wayne Davis,rodriguezstacy@gmail.com,Korea,2022-08-25,Silver,24,Cultural,Jones-Yates,Hotel,Eritrea,
770,13,17,2024-06-10,2025-05-16,1044.44,Nepal,Confirmed,340,Kendra Johnson,cruzvictoria@salazar-stanton.net,Kenya,2022-07-04,Bronze,64,Cultural,Hernandez-House,Hotel,Suriname,
771,34,16,2024-02-02,2025-07-04,1002.23,Saint Helena,Pending,518,Dominic Sanchez,brandon24@yahoo.com,Korea,2024-06-22,Platinum,66,Romantic,Gonzalez and Sons,Airline,Pakistan,2.0
772,21,17,2024-06-13,2026-01-02,1836.32,Saudi Arabia,Confirmed,568,Samantha Adkins,martinezcharles@rubio.com,Malta,2023-07-17,Silver,44,Cultural,Hernandez-House,Hotel,Suriname,5.0
773,9,29,2024-01-17,2025-11-16,1118.37,Germany,Confirmed,669,Cesar Payne,garciakristine@montgomery.com,British Virgin Islands,2024-06-14,Platinum,54,Business,Collins-Robles,Hotel,Micronesia,
774,167,20,2024-06-07,2025-06-22,561.6,Burkina Faso,Pending,380,Katherine Pena,omiller@torres.com,Botswana,2024-08-15,Silver,53,Business,Jones-Yates,Hotel,Eritrea,
775,122,5,2023-07-15,2025-09-02,1579.25,Japan,Cancelled,780,Andrew Thompson,bryantanna@beasley.biz,Montenegro,2022-11-12,Gold,54,Romantic,Ruiz-Dunn,Hotel,Western Sahara,
776,142,22,2024-03-17,2025-09-13,1327.82,Saudi Arabia,Cancelled,545,Tara Hopkins,sonya46@gmail.com,Senegal,2024-06-08,Silver,24,Relaxation,Miranda-Walker,Hotel,Papua New Guinea,2.0
777,105,22,2025-04-04,2026-03-03,1955.36,Ecuador,Cancelled,333,Christopher Braun,ashley18@stokes-gomez.com,Heard Island and McDonald Islands,2023-05-19,Silver,33,Cultural,Miranda-Walker,Hotel,Papua New Guinea,
778,130,29,2023-12-29,2025-06-18,1575.08,Serbia,Confirmed,537,Robert Johnson,ericamurray@gmail.com,Guinea,2023-11-28,Silver,56,Adventure,Collins-Robles,Hotel,Micronesia,3.0
779,33,21,2024-09-23,2025-09-20,1817.05,Tajikistan,Confirmed,362,Amanda Novak,wesley20@lucas.com,South Georgia and the South Sandwich Islands,2024-11-15,Bronze,44,Cultural,"Monroe, Solis and Howell",Airline,Cyprus,
780,59,10,2024-08-04,2026-02-25,858.59,Marshall Islands,Pending,570,William Miller,sarah29@lopez-holmes.info,Philippines,2024-04-15,Bronze,24,Relaxation,"Porter, Hampton and Sanchez",Airline,Iran,
781,132,19,2025-03-10,2026-04-26,153.06,Mauritius,Cancelled,412,Tiffany Mueller,powersvicki@gmail.com,Gibraltar,2023-01-15,Gold,52,Romantic,Phillips LLC,Hotel,Iceland,1.0
782,187,27,2023-05-25,2026-02-05,182.99,Jordan,Pending,987,Aaron Cox,croberts@jones.com,Gabon,2025-04-06,Silver,69,Adventure,"Hunt, Peterson and Chavez",Airline,Turkmenistan,
783,132,3,2025-02-28,2026-04-05,1333.92,British Indian Ocean Territory (Chagos Archipelago),Cancelled,401,Tiffany Mueller,powersvicki@gmail.com,Gibraltar,2023-01-15,Gold,52,Romantic,Mcdonald-Walker,Hotel,Cyprus,3.0
785,27,22,2024-06-16,2025-09-25,1132.71,Wallis and Futuna,Cancelled,466,Kathleen Brown,robin58@hotmail.com,Tunisia,2024-08-13,Platinum,55,Relaxation,Miranda-Walker,Hotel,Papua New Guinea,
786,43,11,2024-10-17,2026-02-16,375.77,Azerbaijan,Confirmed,487,Raymond Perez,briangriffith@hernandez.biz,San Marino,2024-05-01,Bronze,37,Romantic,"Hawkins, Ward and Wagner",Hotel,Iceland,
787,122,7,2024-06-12,2025-07-23,571.32,Uzbekistan,Cancelled,406,Andrew Thompson,bryantanna@beasley.biz,Montenegro,2022-11-12,Gold,54,Romantic,Williams-Sexton,Hotel,United States of America,2.0
787,122,7,2024-06-12,2025-07-23,571.32,Uzbekistan,Cancelled,406,Andrew Thompson,bryantanna@beasley.biz,Montenegro,2022-11-12,Gold,54,Romantic,Williams-Sexton,Hotel,United States of America,1.0
787,122,7,2024-06-12,2025-07-23,571.32,Uzbekistan,Cancelled,406,Andrew Thompson,bryantanna@beasley.biz,Montenegro,2022-11-12,Gold,54,Romantic,Williams-Sexton,Hotel,United States of America,3.0
788,23,9,2024-07-07,2026-02-09,1628.26,Congo,Pending,582,Sara Levy,tgonzalez@davis-curtis.com,Nauru,2023-01-29,Silver,25,Romantic,Peck and Sons,Airline,Namibia,
789,3,5,2025-04-13,2025-05-20,627.7,Guinea,Pending,37,Deborah Hughes,fdavis@gmail.com,Macao,2024-02-09,Silver,59,Romantic,Ruiz-Dunn,Hotel,Western Sahara,
791,4,23,2023-10-06,2026-04-07,1488.57,Niger,Pending,914,Matthew Dixon,russellmelinda@miller-brown.info,Australia,2022-07-20,Bronze,51,Business,Figueroa PLC,Hotel,Greenland,
792,10,16,2024-12-10,2026-02-22,1115.85,Slovakia (Slovak Republic),Confirmed,439,Brittney Jones,david37@bolton-hayes.com,Macao,2023-05-01,Silver,55,Cultural,Gonzalez and Sons,Airline,Pakistan,2.0
792,10,16,2024-12-10,2026-02-22,1115.85,Slovakia (Slovak Republic),Confirmed,439,Brittney Jones,david37@bolton-hayes.com,Macao,2023-05-01,Silver,55,Cultural,Gonzalez and Sons,Airline,Pakistan,2.0
793,36,7,2023-07-26,2025-06-20,555.3,British Indian Ocean Territory (Chagos Archipelago),Confirmed,695,David Warren,jay82@kemp-burke.com,American Samoa,2023-01-12,Silver,38,Business,Williams-Sexton,Hotel,United States of America,
794,37,2,2024-07-20,2025-08-23,1100.98,Peru,Confirmed,399,Jennifer Reed,lorisullivan@jacobson.com,Saudi Arabia,2022-11-06,Gold,45,Relaxation,Watts PLC,Hotel,Tuvalu,
795,169,1,2024-04-22,2025-07-18,549.77,Netherlands Antilles,Cancelled,452,Mr. Adam Graham,ballamy@gmail.com,United States Virgin Islands,2023-03-13,Bronze,63,Cultural,Dunn Ltd,Airline,Guernsey,
796,52,26,2024-12-06,2026-02-03,1931.49,Belgium,Cancelled,424,James Velazquez,smithmegan@yahoo.com,Malawi,2023-09-15,Platinum,67,Adventure,"Jackson, Gallagher and Harrison",Airline,United States Virgin Islands,4.0
796,52,26,2024-12-06,2026-02-03,1931.49,Belgium,Cancelled,424,James Velazquez,smithmegan@yahoo.com,Malawi,2023-09-15,Platinum,67,Adventure,"Jackson, Gallagher and Harrison",Airline,United States Virgin Islands,5.0
797,138,19,2023-09-27,2025-06-24,357.69,Seychelles,Cancelled,636,Heather Welch,hensleyjacqueline@yahoo.com,Ukraine,2022-12-25,Silver,57,Adventure,Phillips LLC,Hotel,Iceland,
798,62,20,2023-11-25,2025-08-25,1857.13,Nepal,Cancelled,639,Cindy Adkins,mhenson@johnson.com,Russian Federation,2024-06-07,Platinum,32,Adventure,Jones-Yates,Hotel,Eritrea,2.0
799,167,29,2024-09-09,2025-06-22,447.0,Northern Mariana Islands,Cancelled,286,Katherine Pena,omiller@torres.com,Botswana,2024-08-15,Silver,53,Business,Collins-Robles,Hotel,Micronesia,3.0
800,9,9,2023-05-18,2025-09-02,510.14,Germany,Cancelled,838,Cesar Payne,garciakristine@montgomery.com,British Virgin Islands,2024-06-14,Platinum,54,Business,Peck and Sons,Airline,Namibia,
801,10,23,2023-10-11,2026-03-27,1442.93,Nauru,Cancelled,898,Brittney Jones,david37@bolton-hayes.com,Macao,2023-05-01,Silver,55,Cultural,Figueroa PLC,Hotel,Greenland,
802,91,22,2024-08-09,2025-10-25,1006.77,Grenada,Confirmed,442,Holly Mcknight,vargasanthony@gmail.com,New Caledonia,2022-12-16,Bronze,19,Relaxation,Miranda-Walker,Hotel,Papua New Guinea,1.0
803,1,2,2025-03-24,2025-10-29,80.99,Chile,Confirmed,219,Richard Marshall,richardfitzpatrick@santos.org,Vietnam,2023-07-11,Platinum,56,Adventure,Watts PLC,Hotel,Tuvalu,4.0
804,23,9,2024-07-01,2025-08-19,736.97,Belize,Confirmed,414,Sara Levy,tgonzalez@davis-curtis.com,Nauru,2023-01-29,Silver,25,Romantic,Peck and Sons,Airline,Namibia,3.0
804,23,9,2024-07-01,2025-08-19,736.97,Belize,Confirmed,414,Sara Levy,tgonzalez@davis-curtis.com,Nauru,2023-01-29,Silver,25,Romantic,Peck and Sons,Airline,Namibia,4.0
805,112,18,2024-12-31,2026-02-16,839.88,Ghana,Cancelled,412,Amanda Green,efox@simpson.net,Tunisia,2024-03-13,Bronze,37,Business,Cooke Inc,Hotel,Colombia,
806,125,16,2025-04-19,2026-02-19,1402.34,Madagascar,Confirmed,306,Charles Robinson,manuelking@stephens-baker.net,Madagascar,2022-12-16,Gold,33,Cultural,Gonzalez and Sons,Airline,Pakistan,
807,182,1,2024-02-04,2025-06-17,1304.94,Faroe Islands,Confirmed,499,Christopher Smith,orios@bailey.com,Jamaica,2024-05-18,Platinum,45,Business,Dunn Ltd,Airline,Guernsey,
808,140,26,2024-04-16,2026-05-10,515.75,Kyrgyz Republic,Cancelled,754,Dana Avila,kathrynsmith@ward.com,New Zealand,2023-12-09,Gold,29,Business,"Jackson, Gallagher and Harrison",Airline,United States Virgin Islands,
809,24,15,2025-01-05,2025-08-24,1548.2,Iran,Cancelled,231,Sonya Stewart,hshaw@lopez.info,Cuba,2023-09-15,Gold,33,Cultural,"Martinez, Adams and Heath",Hotel,Fiji,
810,88,9,2024-12-22,2025-12-27,1083.39,Niger,Confirmed,370,Mark Lambert,sherri11@malone.info,Jordan,2022-06-27,Platinum,20,Cultural,Peck and Sons,Airline,Namibia,1.0
810,88,9,2024-12-22,2025-12-27,1083.39,Niger,Confirmed,370,Mark Lambert,sherri11@malone.info,Jordan,2022-06-27,Platinum,20,Cultural,Peck and Sons,Airline,Namibia,4.0
810,88,9,2024-12-22,2025-12-27,1083.39,Niger,Confirmed,370,Mark Lambert,sherri11@malone.info,Jordan,2022-06-27,Platinum,20,Cultural,Peck and Sons,Airline,Namibia,5.0
811,124,20,2024-09-27,2026-01-09,118.25,Norway,Pending,469,Kristin Wood,yvaldez@craig.com,Vanuatu,2023-08-19,Bronze,56,Adventure,Jones-Yates,Hotel,Eritrea,1.0
812,165,22,2023-10-01,2025-05-16,643.17,San Marino,Cancelled,593,Anna Brown,david65@yahoo.com,United States Virgin Islands,2022-12-31,Platinum,23,Romantic,Miranda-Walker,Hotel,Papua New Guinea,
813,89,26,2023-10-16,2025-06-01,1239.92,Libyan Arab Jamahiriya,Cancelled,594,Mary Smith,hernandezcarolyn@miller-chavez.com,Rwanda,2023-03-28,Bronze,27,Relaxation,"Jackson, Gallagher and Harrison",Airline,United States Virgin Islands,
814,38,28,2025-01-14,2026-02-19,1533.96,Trinidad and Tobago,Pending,401,Christopher Watson,victor04@montgomery.biz,Andorra,2024-07-22,Silver,60,Business,"Lara, Peterson and Brown",Airline,Faroe Islands,5.0
815,167,30,2023-10-02,2025-07-05,271.68,United Kingdom,Pending,642,Katherine Pena,omiller@torres.com,Botswana,2024-08-15,Silver,53,Business,Williams and Sons,Airline,Liechtenstein,3.0
816,149,25,2024-07-03,2026-04-16,313.41,Norway,Pending,652,Lawrence Sweeney,monica87@hotmail.com,Finland,2024-07-12,Bronze,55,Cultural,"Harris, Mosley and Mcbride",Airline,Saint Martin,
817,65,11,2023-11-19,2026-02-06,580.11,Togo,Cancelled,810,Sharon Ward,laurawu@yahoo.com,Sri Lanka,2023-09-04,Silver,69,Business,"Hawkins, Ward and Wagner",Hotel,Iceland,1.0
818,191,3,2024-01-14,2025-06-20,1756.92,Anguilla,Confirmed,523,Cody Bowman,deleonmichelle@yahoo.com,Kyrgyz Republic,2023-04-14,Silver,51,Relaxation,Mcdonald-Walker,Hotel,Cyprus,
819,196,30,2024-08-14,2025-07-14,1687.35,Argentina,Confirmed,334,Christian Walker,mcdonaldcory@yahoo.com,Guatemala,2025-01-26,Bronze,18,Romantic,Williams and Sons,Airline,Liechtenstein,1.0
819,196,30,2024-08-14,2025-07-14,1687.35,Argentina,Confirmed,334,Christian Walker,mcdonaldcory@yahoo.com,Guatemala,2025-01-26,Bronze,18,Romantic,Williams and Sons,Airline,Liechtenstein,4.0
820,138,7,2025-01-25,2026-05-12,692.15,Bolivia,Confirmed,472,Heather Welch,hensleyjacqueline@yahoo.com,Ukraine,2022-12-25,Silver,57,Adventure,Williams-Sexton,Hotel,United States of America,1.0
821,118,10,2023-10-31,2025-12-25,850.79,Seychelles,Confirmed,786,Connie Pratt,allison44@rivera-smith.info,Sweden,2023-12-04,Silver,43,Romantic,"Porter, Hampton and Sanchez",Airline,Iran,3.0
822,199,2,2024-08-17,2025-12-10,265.66,United States Virgin Islands,Cancelled,480,Erin Miller,thomasangela@yahoo.com,Albania,2022-11-05,Bronze,46,Adventure,Watts PLC,Hotel,Tuvalu,5.0
822,199,2,2024-08-17,2025-12-10,265.66,United States Virgin Islands,Cancelled,480,Erin Miller,thomasangela@yahoo.com,Albania,2022-11-05,Bronze,46,Adventure,Watts PLC,Hotel,Tuvalu,5.0
823,163,14,2023-06-19,2025-07-11,1986.26,Iceland,Cancelled,753,Christopher Wilson,dylan66@howard.com,Equatorial Guinea,2024-02-27,Bronze,25,Romantic,Howard Ltd,Airline,Tanzania,
824,6,16,2023-08-31,2025-09-17,949.51,New Zealand,Cancelled,748,Carol Shaw,jonathan72@powell.com,Hungary,2024-02-20,Platinum,19,Romantic,Gonzalez and Sons,Airline,Pakistan,
825,94,22,2024-06-28,2025-09-06,546.88,Mauritius,Cancelled,435,Michelle Hill,bethanyrivera@hotmail.com,British Virgin Islands,2024-01-20,Bronze,68,Business,Miranda-Walker,Hotel,Papua New Guinea,
826,179,10,2024-08-10,2025-11-01,1795.05,Niue,Confirmed,448,Kim Herrera,michael50@gmail.com,Ghana,2022-10-02,Platinum,36,Relaxation,"Porter, Hampton and Sanchez",Airline,Iran,
827,6,6,2024-09-25,2026-01-24,87.16,Thailand,Pending,486,Carol Shaw,jonathan72@powell.com,Hungary,2024-02-20,Platinum,19,Romantic,"Gardner, Davis and Weaver",Airline,Peru,
828,24,3,2023-11-14,2026-01-15,224.34,Norway,Cancelled,793,Sonya Stewart,hshaw@lopez.info,Cuba,2023-09-15,Gold,33,Cultural,Mcdonald-Walker,Hotel,Cyprus,
829,85,1,2025-02-01,2025-12-17,118.72,Somalia,Pending,319,Catherine Bailey,johnsmith@juarez.com,Svalbard & Jan Mayen Islands,2024-03-17,Silver,58,Romantic,Dunn Ltd,Airline,Guernsey,
830,27,26,2024-01-20,2026-01-28,1492.04,Turkey,Pending,739,Kathleen Brown,robin58@hotmail.com,Tunisia,2024-08-13,Platinum,55,Relaxation,"Jackson, Gallagher and Harrison",Airline,United States Virgin Islands,5.0
831,156,13,2025-03-10,2025-09-09,632.85,Guinea-Bissau,Confirmed,183,Matthew Morgan,waynewarner@norton.com,Angola,2023-02-27,Platinum,40,Adventure,Barker LLC,Hotel,Mali,2.0
831,156,13,2025-03-10,2025-09-09,632.85,Guinea-Bissau,Confirmed,183,Matthew Morgan,waynewarner@norton.com,Angola,2023-02-27,Platinum,40,Adventure,Barker LLC,Hotel,Mali,5.0
832,80,22,2024-02-21,2026-01-31,1272.53,Dominican Republic,Cancelled,710,Denise Le,anitarodriguez@hotmail.com,Vanuatu,2022-11-22,Bronze,50,Adventure,Miranda-Walker,Hotel,Papua New Guinea,
833,39,2,2023-11-25,2025-07-18,1540.54,Dominican Republic,Cancelled,601,Ashley Lynn,alexanderdennis@gmail.com,Falkland Islands (Malvinas),2024-01-28,Gold,52,Business,Watts PLC,Hotel,Tuvalu,
834,66,9,2025-04-19,2025-08-24,1376.56,Norfolk Island,Pending,127,Thomas Myers,owolfe@hotmail.com,Lesotho,2022-08-30,Platinum,35,Romantic,Peck and Sons,Airline,Namibia,
835,36,30,2024-10-13,2025-06-20,652.2,Northern Mariana Islands,Cancelled,250,David Warren,jay82@kemp-burke.com,American Samoa,2023-01-12,Silver,38,Business,Williams and Sons,Airline,Liechtenstein,
836,129,12,2025-05-13,2026-03-10,1315.9,Montenegro,Pending,301,Rick Martinez,qmorrison@gmail.com,Guernsey,2025-04-01,Platinum,20,Relaxation,Hernandez Group,Airline,Monaco,4.0
837,86,7,2024-03-29,2025-06-25,1364.64,Palestinian Territory,Cancelled,453,Robert Rice,kmckinney@hotmail.com,New Zealand,2022-10-11,Platinum,34,Adventure,Williams-Sexton,Hotel,United States of America,
838,66,22,2024-07-06,2025-12-23,1906.16,Brunei Darussalam,Confirmed,535,Thomas Myers,owolfe@hotmail.com,Lesotho,2022-08-30,Platinum,35,Romantic,Miranda-Walker,Hotel,Papua New Guinea,
839,180,5,2025-01-12,2026-03-28,1637.57,Jordan,Cancelled,440,Sarah Collins,joyce36@edwards.com,Montserrat,2023-09-04,Silver,55,Cultural,Ruiz-Dunn,Hotel,Western Sahara,
840,151,29,2023-07-09,2026-01-24,1585.71,Greenland,Pending,930,Travis Adams,ballen@gmail.com,Armenia,2022-07-15,Platinum,25,Relaxation,Collins-Robles,Hotel,Micronesia,
841,37,25,2024-09-09,2025-11-01,1659.84,Seychelles,Confirmed,418,Jennifer Reed,lorisullivan@jacobson.com,Saudi Arabia,2022-11-06,Gold,45,Relaxation,"Harris, Mosley and Mcbride",Airline,Saint Martin,1.0
842,147,25,2024-02-27,2026-02-18,1797.96,Ethiopia,Pending,722,Erica Navarro,jwood@hotmail.com,Macao,2025-01-13,Silver,39,Romantic,"Harris, Mosley and Mcbride",Airline,Saint Martin,
843,157,24,2024-06-16,2025-06-20,1882.27,Guinea-Bissau,Pending,369,Sherry Estrada,fshort@hotmail.com,Nauru,2024-01-27,Bronze,28,Business,Gonzalez and Sons,Hotel,Singapore,5.0
844,153,1,2024-01-26,2025-06-07,1320.2,Indonesia,Confirmed,498,Adam Calderon,heather43@lucas.com,Oman,2023-06-24,Platinum,64,Cultural,Dunn Ltd,Airline,Guernsey,3.0
844,153,1,2024-01-26,2025-06-07,1320.2,Indonesia,Confirmed,498,Adam Calderon,heather43@lucas.com,Oman,2023-06-24,Platinum,64,Cultural,Dunn Ltd,Airline,Guernsey,3.0
845,108,9,2024-03-25,2026-04-20,1744.94,Namibia,Cancelled,756,Mike Berry,kelsey15@hotmail.com,Norway,2024-09-29,Silver,56,Romantic,Peck and Sons,Airline,Namibia,
846,185,14,2024-07-16,2025-07-07,1560.81,Isle of Man,Cancelled,356,Michael Keith,ucarrillo@gmail.com,Myanmar,2022-12-31,Silver,51,Business,Howard Ltd,Airline,Tanzania,2.0
847,66,30,2023-12-15,2025-09-15,843.93,Rwanda,Confirmed,640,Thomas Myers,owolfe@hotmail.com,Lesotho,2022-08-30,Platinum,35,Romantic,Williams and Sons,Airline,Liechtenstein,
848,1,25,2023-06-07,2025-07-16,1873.2,Bolivia,Confirmed,770,Richard Marshall,richardfitzpatrick@santos.org,Vietnam,2023-07-11,Platinum,56,Adventure,"Harris, Mosley and Mcbride",Airline,Saint Martin,
849,167,4,2024-08-22,2026-04-08,1021.69,Cayman Islands,Confirmed,594,Katherine Pena,omiller@torres.com,Botswana,2024-08-15,Silver,53,Business,Nash-Spencer,Hotel,Costa Rica,
850,85,24,2023-08-15,2025-06-07,1310.77,Guadeloupe,Pending,662,Catherine Bailey,johnsmith@juarez.com,Svalbard & Jan Mayen Islands,2024-03-17,Silver,58,Romantic,Gonzalez and Sons,Hotel,Singapore,1.0
851,11,14,2024-04-21,2025-11-23,384.28,Maldives,Confirmed,581,Garrett Hodges,tiffanybruce@stone.com,Tunisia,2024-03-30,Silver,28,Adventure,Howard Ltd,Airline,Tanzania,
852,135,19,2024-04-05,2025-07-11,1972.01,Equatorial Guinea,Cancelled,462,Danielle Zimmerman,wboyd@barnes-martin.com,Guernsey,2024-01-14,Bronze,51,Relaxation,Phillips LLC,Hotel,Iceland,4.0
853,6,13,2025-02-19,2026-02-18,577.31,Sierra Leone,Pending,364,Carol Shaw,jonathan72@powell.com,Hungary,2024-02-20,Platinum,19,Romantic,Barker LLC,Hotel,Mali,
854,178,5,2025-03-24,2026-05-02,532.47,Mauritania,Cancelled,404,Kellie Mcmahon,jacqueline51@gmail.com,Suriname,2024-02-05,Silver,47,Relaxation,Ruiz-Dunn,Hotel,Western Sahara,
855,134,5,2024-02-21,2026-01-18,143.3,Hong Kong,Confirmed,697,Donald Johnson,uwright@scott.biz,Angola,2024-02-09,Gold,54,Cultural,Ruiz-Dunn,Hotel,Western Sahara,
856,143,1,2023-12-25,2025-06-14,1263.95,Qatar,Cancelled,537,Meghan Cooper,tinahall@hotmail.com,Turks and Caicos Islands,2024-07-22,Gold,19,Romantic,Dunn Ltd,Airline,Guernsey,
857,53,12,2023-08-20,2026-05-09,498.01,Papua New Guinea,Cancelled,993,Nicole Obrien,wbridges@gmail.com,Vietnam,2022-11-30,Silver,35,Relaxation,Hernandez Group,Airline,Monaco,
858,53,1,2024-11-28,2025-07-21,294.48,Guinea,Pending,235,Nicole Obrien,wbridges@gmail.com,Vietnam,2022-11-30,Silver,35,Relaxation,Dunn Ltd,Airline,Guernsey,
859,190,13,2025-04-21,2025-11-30,1335.47,Brunei Darussalam,Cancelled,223,Katherine Davis,dustin72@hotmail.com,New Caledonia,2023-11-23,Platinum,61,Relaxation,Barker LLC,Hotel,Mali,5.0
860,117,19,2024-12-05,2025-09-13,884.89,Croatia,Pending,282,Cynthia Stout,wilsonrachel@gmail.com,Maldives,2025-05-05,Bronze,53,Romantic,Phillips LLC,Hotel,Iceland,
861,166,11,2023-06-10,2025-12-13,89.74,Turks and Caicos Islands,Cancelled,917,Michael Estrada,reidterri@hotmail.com,Namibia,2024-06-12,Platinum,41,Relaxation,"Hawkins, Ward and Wagner",Hotel,Iceland,2.0
862,34,24,2023-11-22,2025-09-28,1171.03,Sweden,Cancelled,676,Dominic Sanchez,brandon24@yahoo.com,Korea,2024-06-22,Platinum,66,Romantic,Gonzalez and Sons,Hotel,Singapore,
863,41,24,2024-07-19,2025-07-17,607.36,Slovenia,Pending,363,Daniel Robinson,tdavis@yahoo.com,Andorra,2025-01-31,Silver,30,Romantic,Gonzalez and Sons,Hotel,Singapore,
864,16,3,2024-01-06,2026-04-10,213.36,Zimbabwe,Cancelled,825,Kayla Todd,jamesnicholas@evans-hall.info,Kenya,2025-02-25,Platinum,42,Relaxation,Mcdonald-Walker,Hotel,Cyprus,3.0
865,90,2,2024-02-03,2025-12-10,839.1,New Caledonia,Pending,676,Erica Willis,samantha17@yahoo.com,Libyan Arab Jamahiriya,2023-10-07,Platinum,59,Business,Watts PLC,Hotel,Tuvalu,
866,152,24,2025-05-12,2026-04-28,1588.34,Saint Pierre and Miquelon,Cancelled,351,Kyle Warren,bstephens@nichols.com,Ghana,2022-08-06,Gold,23,Cultural,Gonzalez and Sons,Hotel,Singapore,
867,124,22,2024-07-28,2025-12-26,130.33,Ghana,Confirmed,516,Kristin Wood,yvaldez@craig.com,Vanuatu,2023-08-19,Bronze,56,Adventure,Miranda-Walker,Hotel,Papua New Guinea,
868,40,7,2023-09-16,2025-09-13,632.17,Turks and Caicos Islands,Cancelled,728,Vanessa Johnson,chendonna@hernandez.com,Turkmenistan,2023-03-03,Platinum,39,Business,Williams-Sexton,Hotel,United States of America,5.0
868,40,7,2023-09-16,2025-09-13,632.17,Turks and Caicos Islands,Cancelled,728,Vanessa Johnson,chendonna@hernandez.com,Turkmenistan,2023-03-03,Platinum,39,Business,Williams-Sexton,Hotel,United States of America,3.0
868,40,7,2023-09-16,2025-09-13,632.17,Turks and Caicos Islands,Cancelled,728,Vanessa Johnson,chendonna@hernandez.com,Turkmenistan,2023-03-03,Platinum,39,Business,Williams-Sexton,Hotel,United States of America,5.0
869,100,28,2023-08-08,2025-09-30,1376.23,Cyprus,Confirmed,784,Lisa Hunt,laurieharris@hotmail.com,Portugal,2025-03-29,Gold,18,Business,"Lara, Peterson and Brown",Airline,Faroe Islands,5.0
870,86,28,2024-03-30,2025-05-27,205.43,United States Virgin Islands,Confirmed,423,Robert Rice,kmckinney@hotmail.com,New Zealand,2022-10-11,Platinum,34,Adventure,"Lara, Peterson and Brown",Airline,Faroe Islands,4.0
871,53,28,2024-08-25,2026-02-20,889.09,Dominican Republic,Confirmed,544,Nicole Obrien,wbridges@gmail.com,Vietnam,2022-11-30,Silver,35,Relaxation,"Lara, Peterson and Brown",Airline,Faroe Islands,2.0
872,115,20,2024-11-15,2026-04-21,903.89,Gabon,Confirmed,522,Rachael Stewart,mayjordan@gmail.com,Belarus,2023-06-10,Platinum,59,Romantic,Jones-Yates,Hotel,Eritrea,2.0
873,46,21,2023-10-05,2026-05-13,1847.14,Hungary,Cancelled,951,William Smith,agarcia@harding-wright.biz,Pakistan,2025-03-01,Gold,47,Cultural,"Monroe, Solis and Howell",Airline,Cyprus,
874,189,20,2024-11-09,2025-09-04,286.79,Spain,Confirmed,299,Tanya Green,dustin00@yahoo.com,Uganda,2024-07-17,Platinum,26,Adventure,Jones-Yates,Hotel,Eritrea,
875,55,10,2024-05-11,2025-10-08,1893.54,Anguilla,Confirmed,515,Brenda Payne,sheenasilva@davis.com,Mali,2024-08-15,Bronze,59,Adventure,"Porter, Hampton and Sanchez",Airline,Iran,5.0
876,147,5,2023-12-10,2025-10-22,1858.1,Bhutan,Confirmed,682,Erica Navarro,jwood@hotmail.com,Macao,2025-01-13,Silver,39,Romantic,Ruiz-Dunn,Hotel,Western Sahara,
877,71,10,2025-04-05,2025-12-24,678.93,El Salvador,Cancelled,263,Mr. John Blankenship,lpalmer@gmail.com,Poland,2022-07-13,Platinum,54,Adventure,"Porter, Hampton and Sanchez",Airline,Iran,
878,172,21,2024-06-13,2025-06-13,1888.23,Saint Barthelemy,Confirmed,365,Tommy Allen,victoriaellison@elliott.org,Swaziland,2023-06-17,Bronze,60,Romantic,"Monroe, Solis and Howell",Airline,Cyprus,
879,147,8,2024-05-26,2025-08-10,1478.7,Nigeria,Cancelled,441,Erica Navarro,jwood@hotmail.com,Macao,2025-01-13,Silver,39,Romantic,"Castro, Howard and Jackson",Airline,Saint Martin,2.0
